price,surface,type_of_property,number_of_bedrooms,postal_code,land_surface,garden,garden_surface,fully_equipped_kitchen,swimming_pool,furnished,open_fire,terrace,terrace_surface,number_of_facades,state_of_the_building,zip_code_xx
165000,165,HOUSE,2,6823,0,0,0,0,0,0,0,1,15,4,GOOD,zc_68
215000,84,APARTMENT,2,6790,0,0,0,0,0,0,0,0,0,4,GOOD,zc_67
1450000,471,OTHER,14,6833,2680,1,0,0,0,1,0,1,0,3,TO_RENOVATE,zc_68
235000,88,HOUSE,1,6670,1392,0,0,1,0,0,0,0,0,4,GOOD,zc_66
250000,296,HOUSE,6,6690,2098,1,0,0,0,0,0,0,0,4,JUST_RENOVATED,zc_66
280000,143,HOUSE,3,6700,1318,1,0,1,0,0,0,0,0,4,TO_RENOVATE,zc_67
429000,350,HOUSE,7,6900,2649,1,1616,1,0,0,0,1,80,4,GOOD,zc_69
475000,220,HOUSE,5,6792,244,1,90,0,0,0,0,1,12,2,NEW,zc_67
675000,257,HOUSE,6,6700,4923,0,0,0,0,0,0,0,0,4,GOOD,zc_67
189000,209,HOUSE,3,6840,194,1,30,0,0,0,0,1,0,2,GOOD,zc_68
599000,230,HOUSE,4,6983,2984,0,0,0,0,1,0,1,50,4,TO_RENOVATE,zc_69
159000,152,HOUSE,2,6900,3322,1,3322,1,0,0,0,0,0,4,TO_RENOVATE,zc_69
170000,189,HOUSE,2,6700,77,0,0,0,0,0,0,0,0,2,TO_RENOVATE,zc_67
475000,250,HOUSE,7,6830,2400,1,500,0,0,1,0,1,1,4,JUST_RENOVATED,zc_68
380000,160,HOUSE,3,6747,487,1,0,0,0,0,0,1,18,3,TO_RENOVATE,zc_67
595000,190,HOUSE,3,6980,2003,0,0,0,0,0,0,1,20,4,NEW,zc_69
179000,76,APARTMENT,2,6820,50,1,50,0,0,0,0,0,0,1,TO_RENOVATE,zc_68
176500,63,APARTMENT,2,6810,0,0,0,0,0,0,0,0,0,1,NEW,zc_68
258000,180,HOUSE,4,6970,350,0,0,0,0,0,0,0,0,3,TO_RENOVATE,zc_69
55000,86,OTHER,2,6940,440,0,0,0,0,0,0,0,0,4,JUST_RENOVATED,zc_69
275000,161,HOUSE,3,6640,0,1,0,0,0,0,0,0,0,3,NEW,zc_66
359000,195,HOUSE,5,6890,1275,0,0,0,0,0,0,1,0,4,NEW,zc_68
245000,274,HOUSE,5,6924,3075,0,0,0,0,0,0,0,0,4,TO_RENOVATE,zc_69
499999,275,HOUSE,6,6700,600,1,450,0,0,0,0,1,40,3,NEW,zc_67
383000,115,HOUSE,3,6840,1400,1,0,1,0,0,0,1,0,4,TO_RENOVATE,zc_68
320000,250,HOUSE,3,6922,2152,0,0,0,0,0,0,1,29,4,JUST_RENOVATED,zc_69
95000,126,HOUSE,3,6820,800,1,710,0,0,0,0,1,15,4,TO_RENOVATE,zc_68
290000,205,HOUSE,2,6941,1005,0,0,0,0,0,0,1,31,4,GOOD,zc_69
575000,375,HOUSE,4,6960,1430,1,0,0,0,0,1,0,0,4,NEW,zc_69
175000,82,APARTMENT,2,6600,0,0,0,0,0,0,0,0,0,2,TO_RENOVATE,zc_66
270000,170,HOUSE,4,6780,890,0,0,1,0,0,0,1,0,3,GOOD,zc_67
395000,222,HOUSE,4,6760,1500,1,1300,0,0,0,0,1,56,3,GOOD,zc_67
435000,170,HOUSE,5,6750,4400,1,0,1,1,0,0,1,0,4,GOOD,zc_67
450000,195,APARTMENT,3,6690,0,0,0,0,0,0,0,1,58,3,NEW,zc_66
300000,233,HOUSE,4,6887,7006,1,0,1,0,0,0,0,0,4,TO_RENOVATE,zc_68
220000,105,HOUSE,2,6747,73,0,0,1,0,0,0,0,0,3,JUST_RENOVATED,zc_67
390000,241,HOUSE,4,6661,3200,0,0,0,0,0,0,0,0,3,TO_RENOVATE,zc_66
375000,200,HOUSE,3,6600,1196,0,0,0,0,0,0,0,0,4,TO_RENOVATE,zc_66
159000,87,APARTMENT,2,6800,0,0,0,1,0,0,0,1,2,1,GOOD,zc_68
199000,94,APARTMENT,2,6920,0,0,0,0,0,0,0,1,0,4,NEW,zc_69
204000,115,APARTMENT,2,6920,0,0,0,0,0,0,0,1,3,3,JUST_RENOVATED,zc_69
365000,140,HOUSE,3,6671,9100,0,0,0,0,0,0,0,0,4,JUST_RENOVATED,zc_66
299000,105,APARTMENT,2,6600,0,0,0,0,0,0,0,1,0,2,GOOD,zc_66
165000,157,HOUSE,1,6687,900,0,0,0,0,0,0,0,0,4,GOOD,zc_66
260000,140,HOUSE,2,6750,933,1,660,1,0,0,0,0,0,3,TO_RENOVATE,zc_67
220000,169,HOUSE,4,6792,620,1,0,0,0,0,0,0,0,3,TO_RENOVATE,zc_67
208000,300,HOUSE,5,6769,149,0,0,1,0,0,0,0,0,2,TO_RENOVATE,zc_67
219000,80,APARTMENT,2,6720,0,0,0,0,0,0,0,0,0,3,NEW,zc_67
176900,58,APARTMENT,1,6800,0,0,0,0,0,0,0,1,8,1,NEW,zc_68
245000,67,APARTMENT,2,6790,0,0,0,0,0,0,0,1,33,1,NEW,zc_67
150000,998,HOUSE,3,6769,998,1,998,0,0,0,0,0,0,2,TO_RENOVATE,zc_67
335000,280,HOUSE,3,6941,674,1,400,0,0,0,0,1,20,3,GOOD,zc_69
185000,102,HOUSE,3,6780,448,1,0,0,0,0,0,0,0,4,TO_RENOVATE,zc_67
264000,92,APARTMENT,2,6791,0,0,0,0,0,0,0,0,0,1,NEW,zc_67
300000,285,HOUSE,4,6792,440,1,200,1,0,0,0,1,65,2,JUST_RENOVATED,zc_67
257000,136,HOUSE,4,6997,242,1,250,0,0,0,0,1,0,3,NEW,zc_69
595000,209,HOUSE,3,6690,16320,0,0,1,0,0,0,1,0,4,NEW,zc_66
165000,143,HOUSE,4,6762,155,0,0,0,0,0,0,1,0,2,GOOD,zc_67
172000,113,HOUSE,3,6900,0,0,0,1,0,0,0,0,0,2,GOOD,zc_69
550000,214,HOUSE,2,6720,892,0,0,1,0,0,0,0,0,3,NEW,zc_67
224000,144,HOUSE,5,6760,543,1,200,0,0,0,0,1,0,4,TO_RENOVATE,zc_67
350000,175,HOUSE,4,6810,499,1,500,0,0,0,0,1,0,3,GOOD,zc_68
249000,350,HOUSE,5,6960,1310,1,260,0,0,0,0,1,0,4,TO_RENOVATE,zc_69
190000,49,APARTMENT,1,6630,0,0,0,0,0,0,0,0,0,1,TO_RENOVATE,zc_66
350000,298,HOUSE,4,6900,971,1,971,1,0,0,0,1,40,4,NEW,zc_69
750000,495,HOUSE,4,6700,1762,0,0,1,0,0,0,1,30,4,GOOD,zc_67
260000,120,HOUSE,3,6927,794,0,0,0,0,0,0,0,0,4,GOOD,zc_69
495000,295,HOUSE,6,6600,3249,1,2025,0,0,0,0,1,140,4,TO_RENOVATE,zc_66
380000,200,HOUSE,5,6792,0,0,0,0,0,0,0,0,0,3,GOOD,zc_67
385000,152,HOUSE,5,6890,1166,0,0,0,0,0,0,1,0,4,TO_RENOVATE,zc_68
239000,124,APARTMENT,3,6920,0,0,0,0,0,0,0,1,50,3,JUST_RENOVATED,zc_69
239232,175,HOUSE,4,6670,485,0,0,0,0,0,0,0,0,3,TO_RENOVATE,zc_66
79000,165,HOUSE,3,6630,0,0,0,0,0,0,0,0,0,2,TO_RENOVATE,zc_66
149000,90,APARTMENT,2,6880,0,0,0,0,0,0,0,0,0,1,JUST_RENOVATED,zc_68
385000,145,HOUSE,3,6762,657,0,0,0,0,0,0,0,0,4,NEW,zc_67
359000,116,HOUSE,3,6860,822,1,0,0,0,0,0,1,0,4,NEW,zc_68
135000,54,APARTMENT,1,6940,0,0,0,1,0,0,0,0,0,1,NEW,zc_69
214900,83,APARTMENT,2,6840,0,0,0,0,0,0,0,1,6,1,TO_RENOVATE,zc_68
199000,146,HOUSE,3,6850,320,0,0,0,0,0,0,0,0,4,GOOD,zc_68
595000,395,HOUSE,7,6900,1594,1,859,1,1,0,0,1,71,4,GOOD,zc_69
165000,80,HOUSE,2,6830,240,1,63,0,0,0,0,0,0,3,TO_RENOVATE,zc_68
375000,150,HOUSE,3,6790,300,1,177,0,0,0,0,0,0,2,TO_RENOVATE,zc_67
155000,93,APARTMENT,2,6830,0,0,0,0,0,0,0,0,0,1,GOOD,zc_68
239500,145,HOUSE,3,6840,1010,1,0,0,0,0,0,0,0,4,TO_RENOVATE,zc_68
675000,270,HOUSE,4,6880,3000,0,0,0,0,0,0,1,0,3,NEW,zc_68
395000,307,HOUSE,3,6860,331,0,0,0,0,0,0,1,0,4,JUST_RENOVATED,zc_68
185000,144,HOUSE,4,6900,136,0,0,0,0,0,0,0,0,2,JUST_RENOVATED,zc_69
375000,160,HOUSE,3,6747,504,1,0,0,0,0,0,1,18,3,TO_RENOVATE,zc_67
399000,250,HOUSE,3,6740,700,1,400,1,0,1,1,1,60,3,JUST_RENOVATED,zc_67
311000,165,HOUSE,3,6762,1014,0,0,0,0,0,0,0,0,3,TO_RENOVATE,zc_67
280000,97,APARTMENT,2,6600,0,0,0,0,0,0,0,1,9,2,GOOD,zc_66
499000,185,HOUSE,3,6830,1000,1,1000,1,0,0,0,1,35,4,NEW,zc_68
160000,46,APARTMENT,1,6700,0,0,0,0,0,0,0,1,0,4,TO_RENOVATE,zc_67
255000,164,HOUSE,3,6997,367,0,0,0,0,0,0,1,0,2,NEW,zc_69
490000,150,APARTMENT,2,6700,0,0,0,0,0,0,0,1,36,2,NEW,zc_67
145000,368,HOUSE,1,6980,925,1,925,0,0,0,0,0,0,2,TO_RENOVATE,zc_69
395000,171,HOUSE,3,6997,1551,0,0,0,0,0,1,0,0,4,NEW,zc_69
230000,90,APARTMENT,2,6700,0,0,0,0,0,0,0,0,0,2,TO_RENOVATE,zc_67
945000,250,OTHER,5,6940,1800,0,0,1,0,1,0,1,30,4,NEW,zc_69
425000,450,HOUSE,5,6900,676,1,676,0,1,0,0,1,40,3,GOOD,zc_69
239000,142,HOUSE,3,6900,0,0,0,0,0,0,0,1,0,2,TO_RENOVATE,zc_69
190000,49,HOUSE,2,6810,680,0,0,0,0,0,0,0,0,4,JUST_RENOVATED,zc_68
299000,118,APARTMENT,3,6791,0,0,0,0,0,0,0,0,0,1,GOOD,zc_67
299000,130,HOUSE,3,6997,975,0,0,0,0,1,0,1,0,4,TO_RENOVATE,zc_69
198000,180,HOUSE,4,6687,463,0,0,0,0,0,0,0,0,3,TO_RENOVATE,zc_66
680000,270,HOUSE,4,6927,0,1,300,0,0,0,1,1,38,4,NEW,zc_69
315000,253,HOUSE,4,6640,1200,0,0,0,0,0,0,0,0,4,JUST_RENOVATED,zc_66
260000,115,HOUSE,5,6791,0,1,48,0,0,0,0,1,32,3,GOOD,zc_67
234250,82,APARTMENT,2,6840,0,0,0,0,0,0,0,1,20,3,NEW,zc_68
695000,168,HOUSE,4,6972,814,0,0,0,0,1,0,1,0,4,TO_RENOVATE,zc_69
360000,210,HOUSE,4,6790,1000,1,560,1,0,0,0,0,0,4,TO_RENOVATE,zc_67
195000,158,HOUSE,1,6870,237,0,0,0,0,0,0,0,0,3,TO_RENOVATE,zc_68
223000,100,APARTMENT,3,6900,0,0,0,0,0,0,0,0,0,1,TO_RENOVATE,zc_69
300000,192,HOUSE,4,6927,1334,0,0,0,0,0,0,0,0,4,JUST_RENOVATED,zc_69
179000,105,HOUSE,2,6953,1000,1,0,0,0,0,0,0,0,3,TO_RENOVATE,zc_69
196000,60,HOUSE,2,6940,0,0,0,0,0,0,0,0,0,4,TO_RENOVATE,zc_69
255000,77,APARTMENT,2,6600,0,0,0,0,0,0,0,1,5,2,NEW,zc_66
185000,130,HOUSE,3,6750,0,0,0,0,0,0,0,0,0,4,TO_RENOVATE,zc_67
260000,167,HOUSE,3,6920,1000,1,1000,0,0,0,0,1,10,3,NEW,zc_69
285000,154,HOUSE,3,6941,400,0,0,0,0,0,0,1,0,3,NEW,zc_69
159000,121,HOUSE,2,6950,450,0,0,0,0,0,0,0,0,3,TO_RENOVATE,zc_69
209900,85,APARTMENT,2,6840,0,0,0,0,0,0,0,1,6,1,TO_RENOVATE,zc_68
180000,55,APARTMENT,1,6600,0,0,0,0,0,0,0,1,6,2,NEW,zc_66
300000,300,HOUSE,5,6990,1300,0,0,0,0,0,0,1,20,4,TO_RENOVATE,zc_69
230000,122,HOUSE,1,6791,0,0,0,0,0,0,0,0,0,2,JUST_RENOVATED,zc_67
187000,77,APARTMENT,2,6810,0,0,0,0,0,0,0,0,0,4,NEW,zc_68
335000,600,HOUSE,11,6690,2160,1,0,1,0,0,0,1,0,4,JUST_RENOVATED,zc_66
260000,120,HOUSE,4,6997,399,1,450,0,0,0,0,0,0,2,NEW,zc_69
349000,165,HOUSE,5,6760,450,1,0,0,0,0,0,0,0,3,TO_RENOVATE,zc_67
290000,100,APARTMENT,3,6790,0,0,0,0,0,0,0,1,10,1,TO_RENOVATE,zc_67
180000,159,HOUSE,2,6950,2782,0,0,0,0,0,0,0,0,2,TO_RENOVATE,zc_69
174000,340,HOUSE,3,6698,590,1,0,0,0,0,0,1,0,3,JUST_RENOVATED,zc_66
259000,183,HOUSE,4,6941,240,0,0,0,0,0,0,0,0,4,GOOD,zc_69
169000,107,APARTMENT,2,6820,0,0,0,0,0,0,0,1,10,1,TO_RENOVATE,zc_68
439000,193,HOUSE,3,6663,1100,0,0,0,0,0,0,1,0,4,TO_RENOVATE,zc_66
269000,175,HOUSE,0,6900,295,0,0,0,0,0,0,0,0,3,JUST_RENOVATED,zc_69
300000,156,HOUSE,3,6747,600,1,450,0,0,0,0,1,20,3,JUST_RENOVATED,zc_67
270000,100,APARTMENT,3,6700,0,0,0,0,0,0,0,0,0,2,GOOD,zc_67
199000,108,HOUSE,3,6760,170,1,0,0,0,0,0,0,0,2,NEW,zc_67
215000,96,APARTMENT,2,6600,0,0,0,0,0,0,0,0,0,2,GOOD,zc_66
390000,250,HOUSE,7,6760,500,1,0,0,0,0,0,1,0,4,GOOD,zc_67
180000,65,APARTMENT,1,6780,0,0,0,0,0,1,0,0,0,1,GOOD,zc_67
199000,161,HOUSE,3,6887,400,1,314,0,0,0,0,1,9,4,GOOD,zc_68
115000,360,HOUSE,4,6860,1124,0,0,0,0,0,0,0,0,2,TO_RENOVATE,zc_68
119000,155,HOUSE,4,6980,70,0,0,0,0,0,0,1,9,3,JUST_RENOVATED,zc_69
750000,633,HOUSE,11,6997,5448,0,0,0,0,0,0,0,0,4,GOOD,zc_69
199000,116,HOUSE,2,6740,105,0,0,0,0,0,0,1,0,2,TO_RENOVATE,zc_67
470000,180,HOUSE,3,6920,3200,1,3200,0,0,0,0,1,30,4,NEW,zc_69
550000,262,HOUSE,5,6640,968,1,968,1,0,0,0,1,0,4,NEW,zc_66
289000,139,HOUSE,5,6982,1015,0,0,0,0,0,0,0,0,3,NEW,zc_69
220000,80,APARTMENT,1,6700,0,0,0,0,0,0,0,0,0,4,TO_RENOVATE,zc_67
495000,160,HOUSE,4,6900,421,1,421,1,0,0,0,0,0,2,GOOD,zc_69
295000,248,HOUSE,3,6760,980,0,0,0,0,0,1,1,0,4,GOOD,zc_67
550000,330,HOUSE,5,6941,1110,1,1110,1,0,0,0,1,0,3,NEW,zc_69
1000000,278,OTHER,4,6830,3617,0,0,1,0,0,0,1,50,4,NEW,zc_68
340000,105,OTHER,3,6997,6832,1,6800,0,0,0,0,1,15,4,GOOD,zc_69
255500,165,HOUSE,3,6830,856,1,0,0,0,0,0,0,0,4,TO_RENOVATE,zc_68
260000,145,HOUSE,3,6940,298,1,298,0,0,0,0,1,0,3,GOOD,zc_69
250000,180,HOUSE,4,6724,568,1,285,1,1,0,0,1,50,3,TO_RENOVATE,zc_67
650000,350,HOUSE,3,6997,8000,0,0,0,0,0,0,0,0,4,TO_RENOVATE,zc_69
170000,80,APARTMENT,2,6980,0,0,0,0,0,1,0,1,0,2,NEW,zc_69
622000,200,HOUSE,3,6790,760,0,0,0,0,1,1,1,0,4,NEW,zc_67
169000,52,APARTMENT,1,6700,0,0,0,0,0,0,0,0,0,1,GOOD,zc_67
179000,79,HOUSE,2,6940,680,1,607,0,0,0,0,1,0,4,GOOD,zc_69
295000,140,HOUSE,4,6640,0,0,0,0,0,0,0,0,0,4,NEW,zc_66
172000,65,APARTMENT,1,6950,0,1,0,1,0,0,0,0,0,1,NEW,zc_69
270000,290,HOUSE,3,6700,620,1,0,0,0,0,0,0,0,3,TO_RENOVATE,zc_67
599000,284,HOUSE,3,6860,2800,1,2678,1,0,0,0,1,40,4,NEW,zc_68
220000,207,HOUSE,3,6720,413,1,0,0,0,0,0,0,0,3,TO_RENOVATE,zc_67
325000,94,APARTMENT,2,6600,0,0,0,0,0,0,0,1,9,2,GOOD,zc_66
299000,130,HOUSE,4,6850,350,1,240,1,0,0,0,1,30,3,NEW,zc_68
450000,200,HOUSE,4,6852,2507,1,300,0,0,0,0,0,0,4,JUST_RENOVATED,zc_68
145000,80,HOUSE,3,6830,150,0,0,0,0,0,0,0,0,2,TO_RENOVATE,zc_68
289000,84,APARTMENT,2,6792,0,0,0,0,0,0,0,1,0,1,TO_RENOVATE,zc_67
240000,80,HOUSE,3,6940,1150,0,0,1,0,0,0,0,0,4,GOOD,zc_69
300000,233,HOUSE,4,6670,1311,1,0,0,0,0,0,1,0,3,GOOD,zc_66
250000,177,HOUSE,3,6680,698,0,0,0,0,0,0,1,0,3,GOOD,zc_66
267000,900,HOUSE,2,6800,1250,1,50,0,0,0,0,1,25,4,TO_REBUILD,zc_68
350000,140,HOUSE,3,6941,3853,0,0,1,0,0,1,0,0,4,JUST_RENOVATED,zc_69
339000,208,HOUSE,4,6940,2606,1,2606,1,0,0,1,1,0,4,JUST_RENOVATED,zc_69
377000,210,HOUSE,5,6686,11,0,0,0,0,0,0,0,0,3,TO_RENOVATE,zc_66
550000,390,HOUSE,6,6687,1200,0,0,0,0,0,0,1,0,2,NEW,zc_66
214900,83,APARTMENT,2,6800,0,0,0,0,0,0,0,1,8,1,NEW,zc_68
383500,203,HOUSE,4,6686,11,0,0,0,0,0,0,0,0,4,TO_RENOVATE,zc_66
199000,180,HOUSE,3,6900,1824,0,0,0,0,0,0,1,0,2,TO_RENOVATE,zc_69
249000,120,HOUSE,3,6940,487,1,487,1,0,1,0,1,15,4,GOOD,zc_69
385000,200,HOUSE,3,6670,15000,1,15000,0,0,0,0,0,0,4,JUST_RENOVATED,zc_66
240000,150,HOUSE,4,6929,900,1,900,0,0,0,0,1,20,3,TO_RENOVATE,zc_69
695000,400,HOUSE,4,6760,1711,0,0,0,0,0,0,0,0,2,TO_RENOVATE,zc_67
275000,100,APARTMENT,3,6790,150,1,150,0,0,0,0,0,0,1,NEW,zc_67
325000,95,APARTMENT,2,6700,78,1,78,0,0,0,0,1,23,1,GOOD,zc_67
166000,89,APARTMENT,2,6900,0,0,0,0,0,0,0,1,15,1,TO_RENOVATE,zc_69
382000,203,HOUSE,4,6686,11,0,0,0,0,0,0,0,0,4,TO_RENOVATE,zc_66
230000,119,HOUSE,3,6791,0,0,0,0,0,0,0,0,0,2,GOOD,zc_67
199000,205,HOUSE,4,6670,14006,1,13292,0,0,0,0,1,90,3,TO_RENOVATE,zc_66
475000,220,HOUSE,5,6792,254,1,90,0,0,0,0,1,12,2,NEW,zc_67
245000,134,APARTMENT,3,6600,0,0,0,0,0,0,0,1,50,3,NEW,zc_66
795000,247,HOUSE,3,6830,345,0,0,0,0,0,0,1,0,2,TO_RENOVATE,zc_68
215000,196,HOUSE,5,6990,899,1,705,0,0,0,0,1,25,3,GOOD,zc_69
1200000,400,OTHER,4,6670,35000,0,0,0,0,0,0,1,0,4,TO_RENOVATE,zc_66
245000,140,HOUSE,3,6940,1130,1,0,0,0,0,1,0,0,4,JUST_RENOVATED,zc_69
295000,123,HOUSE,3,6792,379,1,0,0,0,0,1,1,15,3,TO_RENOVATE,zc_67
349000,250,HOUSE,6,6900,340,1,340,0,0,0,0,1,25,2,NEW,zc_69
346207,216,HOUSE,4,6800,325,1,0,0,0,0,0,0,0,4,TO_RENOVATE,zc_68
630000,270,HOUSE,5,6769,8500,1,0,0,0,0,1,0,0,4,NEW,zc_67
549000,178,HOUSE,6,6890,1145,1,950,0,0,0,0,1,50,4,TO_RENOVATE,zc_68
149000,106,HOUSE,3,6880,496,1,225,0,0,0,0,1,11,3,GOOD,zc_68
190000,124,HOUSE,3,6830,90,0,0,0,0,0,0,0,0,2,TO_RENOVATE,zc_68
225000,300,HOUSE,3,6980,780,1,700,0,0,0,0,0,0,3,TO_RENOVATE,zc_69
590000,244,HOUSE,4,6900,2411,1,2000,0,0,0,0,1,15,4,GOOD,zc_69
495000,205,HOUSE,6,6690,4155,1,3950,1,0,0,1,1,40,4,NEW,zc_66
149000,180,HOUSE,1,6717,0,0,0,0,0,0,0,0,0,3,TO_RENOVATE,zc_67
279000,112,HOUSE,3,6724,550,1,0,0,0,0,0,0,0,4,JUST_RENOVATED,zc_67
454895,200,HOUSE,5,6791,410,1,0,0,0,0,0,1,0,3,TO_RENOVATE,zc_67
398000,194,HOUSE,3,6941,907,1,907,0,0,0,0,1,40,2,GOOD,zc_69
179000,216,HOUSE,4,6980,691,0,0,0,0,0,0,0,0,3,JUST_RENOVATED,zc_69
195000,128,APARTMENT,2,6700,0,0,0,0,0,0,0,0,0,3,JUST_RENOVATED,zc_67
149000,52,APARTMENT,1,6790,0,0,0,0,0,0,0,1,19,4,TO_RENOVATE,zc_67
375000,160,HOUSE,3,6747,496,1,0,0,0,0,0,1,18,3,TO_RENOVATE,zc_67
199000,90,APARTMENT,2,6800,0,0,0,0,0,0,0,0,0,1,TO_RENOVATE,zc_68
295000,151,HOUSE,4,6700,295,1,0,0,0,0,0,1,11,2,TO_RENOVATE,zc_67
549000,400,HOUSE,8,6698,0,1,1000,1,0,1,1,1,1,4,JUST_RENOVATED,zc_66
75000,120,HOUSE,3,6987,240,0,0,0,0,0,0,1,0,3,TO_RENOVATE,zc_69
347000,134,HOUSE,3,6900,207,1,65,1,0,0,0,1,18,3,GOOD,zc_69
280000,107,APARTMENT,2,6792,0,0,0,0,0,0,0,1,0,2,GOOD,zc_67
295000,126,HOUSE,3,6700,282,1,167,1,0,0,0,0,0,2,JUST_RENOVATED,zc_67
198000,130,HOUSE,3,6900,600,1,600,1,0,0,0,0,0,2,JUST_RENOVATED,zc_69
154000,140,HOUSE,3,6780,143,0,0,0,0,0,0,0,0,2,TO_RENOVATE,zc_67
228850,84,APARTMENT,2,6840,0,0,0,0,0,0,0,1,12,3,NEW,zc_68
320000,256,HOUSE,4,6600,2276,0,0,0,0,0,0,0,0,4,JUST_RENOVATED,zc_66
120000,145,HOUSE,4,6690,521,1,521,0,0,0,0,0,0,4,JUST_RENOVATED,zc_66
1000000,760,OTHER,13,6983,12390,1,12390,0,0,0,0,1,203,4,JUST_RENOVATED,zc_69
440895,200,HOUSE,5,6791,280,1,0,0,0,0,0,1,0,3,TO_RENOVATE,zc_67
298000,900,HOUSE,4,6762,900,0,0,0,0,0,0,0,0,4,TO_RENOVATE,zc_67
499000,140,HOUSE,3,6791,769,0,0,1,0,0,0,1,20,4,NEW,zc_67
75000,261,HOUSE,1,6987,170,0,0,0,0,0,0,0,0,2,TO_REBUILD,zc_69
275000,172,HOUSE,5,6900,626,1,626,1,0,0,0,0,0,2,JUST_RENOVATED,zc_69
995000,402,OTHER,5,6860,37830,1,0,0,0,1,1,1,20,4,GOOD,zc_68
215000,552,HOUSE,7,6750,850,1,0,1,0,0,0,0,0,4,TO_RENOVATE,zc_67
150000,160,HOUSE,2,6660,996,1,996,0,0,0,1,0,0,2,JUST_RENOVATED,zc_66
220000,223,HOUSE,7,6980,141,0,0,0,0,0,0,1,0,2,JUST_RENOVATED,zc_69
189000,200,HOUSE,4,6690,184,1,98,0,0,0,0,1,0,3,NEW,zc_66
489000,260,HOUSE,3,6780,569,0,0,0,0,0,0,1,0,2,TO_RENOVATE,zc_67
189000,70,HOUSE,2,6940,1796,1,1796,1,0,0,0,1,30,4,GOOD,zc_69
690000,266,HOUSE,4,6600,2460,0,0,0,0,0,0,0,0,4,GOOD,zc_66
830000,319,OTHER,4,6717,1310,1,0,1,0,0,0,1,0,4,GOOD,zc_67
276000,150,HOUSE,3,6690,2130,0,0,0,0,0,0,0,0,4,TO_RENOVATE,zc_66
345000,216,HOUSE,4,6690,3089,0,0,0,0,0,0,1,0,4,TO_RENOVATE,zc_66
165000,120,HOUSE,3,6870,229,0,0,1,0,0,0,0,0,2,GOOD,zc_68
188000,160,HOUSE,3,6880,175,1,0,0,0,0,0,0,0,3,GOOD,zc_68
330000,200,HOUSE,0,6761,575,0,0,0,0,0,0,0,0,2,NEW,zc_67
329000,205,HOUSE,6,6890,1187,0,0,0,0,0,0,0,0,3,GOOD,zc_68
141000,100,APARTMENT,2,6850,0,0,0,0,0,0,0,1,0,3,JUST_RENOVATED,zc_68
243000,98,APARTMENT,3,6900,0,0,0,0,0,0,0,1,0,1,TO_RENOVATE,zc_69
165000,49,APARTMENT,1,6600,0,0,0,0,0,0,0,1,6,2,NEW,zc_66
625000,250,OTHER,4,6760,6540,1,6540,1,0,0,0,1,60,4,GOOD,zc_67
214900,77,APARTMENT,2,6800,0,0,0,0,0,0,0,1,4,1,NEW,zc_68
430000,193,HOUSE,5,6747,417,1,300,0,0,0,0,1,0,3,GOOD,zc_67
230000,113,HOUSE,2,6700,756,0,0,0,0,0,0,0,0,4,GOOD,zc_67
149000,72,HOUSE,1,6940,516,0,0,0,0,0,0,0,0,3,GOOD,zc_69
350000,234,HOUSE,5,6700,450,0,0,0,0,0,0,1,0,2,JUST_RENOVATED,zc_67
229000,100,HOUSE,2,6890,600,1,0,1,0,0,0,1,20,4,TO_RENOVATE,zc_68
249000,387,HOUSE,3,6741,427,1,0,1,0,0,0,0,0,3,TO_RENOVATE,zc_67
312000,140,HOUSE,3,6791,430,1,400,0,0,0,0,1,85,2,GOOD,zc_67
215000,97,APARTMENT,2,6791,0,0,0,0,0,0,0,0,0,2,GOOD,zc_67
350000,166,HOUSE,3,6900,258,1,258,0,0,0,0,1,0,2,GOOD,zc_69
119000,172,HOUSE,0,6840,367,0,0,0,0,0,0,0,0,3,TO_RENOVATE,zc_68
199000,185,OTHER,6,6672,367,0,0,0,0,0,0,0,0,4,GOOD,zc_66
160000,132,HOUSE,1,6690,70,0,0,0,0,0,0,1,0,2,JUST_RENOVATED,zc_66
308000,113,APARTMENT,3,6900,53,1,53,0,0,0,0,1,53,1,GOOD,zc_69
285000,314,HOUSE,4,6690,1200,1,900,0,0,0,1,0,0,4,GOOD,zc_66
669000,465,HOUSE,6,6890,4089,1,3800,0,1,0,0,1,50,3,TO_RENOVATE,zc_68
158500,146,HOUSE,1,6800,1000,1,1000,0,0,0,0,1,9,4,TO_RENOVATE,zc_68
195000,158,HOUSE,2,6791,360,1,0,1,0,0,0,0,0,2,TO_RENOVATE,zc_67
140000,97,APARTMENT,2,6830,0,0,0,0,0,0,0,0,0,1,GOOD,zc_68
365000,290,HOUSE,2,6800,14,1,1200,0,0,0,0,1,19,4,JUST_RENOVATED,zc_68
118000,34,APARTMENT,1,6600,0,0,0,0,0,0,0,0,0,3,TO_RENOVATE,zc_66
185000,147,HOUSE,4,6953,277,0,0,0,0,0,0,1,0,3,GOOD,zc_69
225000,95,APARTMENT,2,6810,0,0,0,0,0,0,0,0,0,4,NEW,zc_68
420000,400,HOUSE,8,6820,1840,0,0,0,0,0,0,0,0,2,GOOD,zc_68
240000,80,APARTMENT,2,6792,0,0,0,0,0,0,0,1,6,1,NEW,zc_67
290000,95,APARTMENT,2,6700,0,0,0,0,0,0,0,1,0,2,NEW,zc_67
199000,153,HOUSE,3,6940,559,1,489,0,0,0,0,1,20,4,GOOD,zc_69
